City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,State,month,day_of_week,year,quarter,season,AQI_lag_1,AQI_lag_3,AQI_lag_7,AQI_rolling_3,AQI_rolling_7,AQI_rolling_30
Visakhapatnam,2016-10-24,63.12,103.67,33.73,83.01,60.72,14.34,1.5,33.28,38.47,9.72,16.83,15.24,126.0,Moderate,Andhra Pradesh,10,0,2016,4,3,109.0,118.0,119.75,116.33333333333333,118.39285714285714,107.88333333333334
Visakhapatnam,2016-10-25,60.85,108.64,26.17,62.1,50.81,18.51,1.29,22.65,39.3,7.79,18.4,10.56,142.0,Moderate,Andhra Pradesh,10,1,2016,4,3,126.0,122.0,123.0,119.0,119.28571428571429,109.48333333333333
Visakhapatnam,2016-10-26,63.31,96.76,21.42,67.62,48.9,19.04,1.21,15.88,44.27,7.87,15.33,10.78,110.0,Moderate,Andhra Pradesh,10,2,2016,4,3,142.0,109.0,121.0,125.66666666666667,122.0,111.38333333333334
Visakhapatnam,2016-10-27,47.62,101.06,4.61,26.48,17.43,17.51,0.8,12.67,53.25,4.23,5.96,3.57,104.0,Moderate,Andhra Pradesh,10,3,2016,4,3,110.0,126.0,116.0,126.0,120.42857142857143,112.08333333333333
Visakhapatnam,2016-10-28,44.65,76.94,7.7,32.65,22.73,18.43,1.01,6.99,53.31,4.99,10.19,6.15,147.0,Moderate,Andhra Pradesh,10,4,2016,4,3,104.0,142.0,118.0,118.66666666666667,118.71428571428571,111.95
Visakhapatnam,2016-10-29,44.44,81.9,4.92,25.0,18.04,14.71,0.86,7.73,26.08,4.04,10.17,4.43,91.0,Satisfactory,Andhra Pradesh,10,5,2016,4,3,147.0,110.0,122.0,120.33333333333333,122.85714285714286,112.51666666666667
Visakhapatnam,2016-10-30,44.81,74.15,4.97,24.3,15.52,12.08,0.79,14.42,44.42,3.77,5.9,2.84,76.0,Satisfactory,Andhra Pradesh,10,6,2016,4,3,91.0,104.0,109.0,114.0,118.42857142857143,111.78333333333333
Visakhapatnam,2016-10-31,58.43,96.69,4.27,29.01,19.39,11.75,0.97,10.38,52.16,4.74,7.05,4.1,89.0,Satisfactory,Andhra Pradesh,10,0,2016,4,3,76.0,147.0,126.0,104.66666666666667,113.71428571428571,110.85
Visakhapatnam,2016-11-01,64.91,93.18,9.34,43.66,29.3,10.9,1.06,11.89,38.43,6.76,9.73,7.98,117.0,Moderate,Andhra Pradesh,11,1,2016,4,3,89.0,91.0,142.0,85.33333333333333,108.42857142857143,110.68333333333334
Visakhapatnam,2016-11-02,37.5,65.46,4.61,19.09,13.81,10.7,0.77,7.61,34.08,3.21,6.48,2.88,82.0,Satisfactory,Andhra Pradesh,11,2,2016,4,3,117.0,76.0,110.0,94.0,104.85714285714286,110.18333333333334
Visakhapatnam,2016-11-03,29.34,53.15,5.17,18.55,13.97,10.38,0.77,9.45,36.52,3.31,6.3,2.73,67.0,Satisfactory,Andhra Pradesh,11,3,2016,4,3,82.0,89.0,104.0,96.0,100.85714285714286,108.48333333333333
Visakhapatnam,2016-11-04,12.94,30.1,7.27,17.48,13.97,8.39,0.67,5.62,24.79,2.93,5.79,3.34,55.0,Satisfactory,Andhra Pradesh,11,4,2016,4,3,67.0,117.0,147.0,88.66666666666667,95.57142857142857,107.25
Visakhapatnam,2016-11-05,18.14,36.89,7.57,21.59,16.19,7.69,0.71,8.4,31.53,2.96,5.39,3.06,56.0,Satisfactory,Andhra Pradesh,11,5,2016,4,3,55.0,82.0,91.0,68.0,82.42857142857143,105.75
Visakhapatnam,2016-11-06,48.11,92.4,13.64,45.09,32.12,8.72,1.05,14.04,38.94,5.37,8.04,5.42,83.0,Satisfactory,Andhra Pradesh,11,6,2016,4,3,56.0,67.0,76.0,59.333333333333336,77.42857142857143,104.11666666666666
Visakhapatnam,2016-11-07,71.88,112.68,10.83,54.12,35.49,9.21,1.21,12.59,40.8,6.42,11.87,7.09,113.0,Moderate,Andhra Pradesh,11,0,2016,4,3,83.0,55.0,89.0,64.66666666666667,78.42857142857143,104.05
Visakhapatnam,2016-11-08,67.16,105.6,24.19,70.94,46.62,10.33,1.46,18.95,34.74,8.58,13.49,11.16,133.0,Moderate,Andhra Pradesh,11,1,2016,4,3,113.0,56.0,117.0,84.0,81.85714285714286,104.65
Visakhapatnam,2016-11-09,63.98,104.47,31.77,71.81,58.66,12.69,1.61,26.27,39.16,8.0,12.33,9.25,114.0,Moderate,Andhra Pradesh,11,2,2016,4,3,133.0,83.0,82.0,109.66666666666667,84.14285714285714,105.85
Visakhapatnam,2016-11-10,60.85,101.39,19.14,51.12,32.27,15.22,1.81,32.42,29.42,4.56,8.12,8.52,112.0,Moderate,Andhra Pradesh,11,3,2016,4,3,114.0,113.0,67.0,120.0,88.71428571428571,106.65
Visakhapatnam,2016-11-11,68.5,94.0,24.41,61.14,49.08,15.74,1.64,19.71,56.0,9.18,14.26,12.69,114.0,Moderate,Andhra Pradesh,11,4,2016,4,3,112.0,133.0,55.0,119.66666666666667,95.14285714285714,106.78333333333333
Visakhapatnam,2016-11-12,56.0,94.0,16.46,60.94,43.0,16.97,1.62,19.54,67.32,8.59,12.78,11.09,132.0,Moderate,Andhra Pradesh,11,5,2016,4,3,114.0,114.0,56.0,113.33333333333333,103.57142857142857,106.96111111111112
Visakhapatnam,2016-11-13,78.65,120.82,3.86,28.57,16.77,15.63,1.2,8.27,80.0,5.07,8.23,3.74,129.0,Moderate,Andhra Pradesh,11,6,2016,4,3,132.0,112.0,83.0,119.33333333333333,114.42857142857143,107.71666666666667
Visakhapatnam,2016-11-14,77.51,115.91,3.53,26.66,16.63,14.09,1.15,9.79,75.77,5.0,7.55,3.51,163.0,Moderate,Andhra Pradesh,11,0,2016,4,3,129.0,114.0,113.0,125.0,121.0,108.35
Visakhapatnam,2016-11-15,68.7,106.53,3.72,26.07,16.54,12.74,1.13,8.59,70.65,5.25,6.77,4.07,150.0,Moderate,Andhra Pradesh,11,1,2016,4,3,163.0,132.0,133.0,141.33333333333334,128.14285714285714,110.00833333333334
Visakhapatnam,2016-11-16,72.89,108.85,3.44,23.94,15.26,12.01,1.18,10.66,92.13,5.22,6.49,2.84,127.0,Moderate,Andhra Pradesh,11,2,2016,4,3,150.0,129.0,114.0,147.33333333333334,130.57142857142858,111.125
Visakhapatnam,2016-11-17,76.4,120.03,3.77,31.02,18.94,11.23,1.14,12.94,97.23,5.33,8.33,3.51,151.0,Moderate,Andhra Pradesh,11,3,2016,4,3,127.0,163.0,112.0,146.66666666666666,132.42857142857142,111.36666666666666
Visakhapatnam,2016-11-18,71.11,122.95,4.09,33.96,18.8,10.81,1.11,12.68,91.7,4.93,6.79,3.54,148.0,Moderate,Andhra Pradesh,11,4,2016,4,3,151.0,150.0,114.0,142.66666666666666,138.0,112.3
Visakhapatnam,2016-11-19,64.44,113.83,11.55,61.25,38.44,10.06,1.45,17.52,56.33,7.97,11.32,10.74,120.0,Moderate,Andhra Pradesh,11,5,2016,4,3,148.0,127.0,132.0,142.0,142.85714285714286,113.2
Visakhapatnam,2016-11-20,66.78,107.4,15.84,63.11,42.55,10.25,1.53,16.82,56.55,8.63,12.55,12.29,119.0,Moderate,Andhra Pradesh,11,6,2016,4,3,120.0,151.0,129.0,139.66666666666666,141.14285714285714,113.33333333333333
Visakhapatnam,2016-11-21,66.07,110.91,19.17,68.27,45.92,12.38,1.59,18.76,48.74,9.13,13.33,11.53,125.0,Moderate,Andhra Pradesh,11,0,2016,4,3,119.0,148.0,163.0,129.0,139.71428571428572,113.36666666666666
Visakhapatnam,2016-11-22,63.54,100.06,29.12,72.33,50.9,13.21,1.74,22.0,41.06,10.13,14.93,12.19,116.0,Moderate,Andhra Pradesh,11,1,2016,4,3,125.0,120.0,150.0,121.33333333333333,134.28571428571428,113.46666666666667
Visakhapatnam,2016-11-23,60.96,109.68,32.81,71.71,57.21,17.92,1.71,22.92,42.1,9.32,14.46,11.85,112.0,Moderate,Andhra Pradesh,11,2,2016,4,3,116.0,119.0,127.0,120.0,129.42857142857142,113.7
Visakhapatnam,2016-11-24,61.68,102.75,27.7,81.21,51.17,19.94,1.6,25.38,40.32,9.24,14.49,11.38,108.0,Moderate,Andhra Pradesh,11,3,2016,4,3,112.0,125.0,151.0,117.66666666666667,127.28571428571429,113.23333333333333
Visakhapatnam,2016-11-25,61.23,102.48,33.02,85.44,55.92,21.23,1.64,25.54,38.35,13.52,25.99,23.31,109.0,Moderate,Andhra Pradesh,11,4,2016,4,3,108.0,116.0,148.0,112.0,121.14285714285714,112.1
Visakhapatnam,2016-11-26,63.17,96.29,34.01,80.13,65.55,23.54,1.68,40.55,43.78,10.03,16.13,15.45,110.0,Moderate,Andhra Pradesh,11,5,2016,4,3,109.0,112.0,120.0,109.66666666666667,115.57142857142857,112.06666666666666
Visakhapatnam,2016-11-27,61.53,102.83,21.07,69.96,49.77,21.14,1.58,20.38,53.4,8.31,14.98,9.34,116.0,Moderate,Andhra Pradesh,11,6,2016,4,3,110.0,108.0,119.0,109.0,114.14285714285714,112.26666666666667
Visakhapatnam,2016-11-28,68.77,105.94,15.35,63.18,42.25,20.06,1.55,23.3,61.76,8.07,14.36,8.14,125.0,Moderate,Andhra Pradesh,11,0,2016,4,3,116.0,109.0,125.0,111.66666666666667,113.71428571428571,111.23333333333333
Visakhapatnam,2016-11-29,63.62,103.65,28.1,68.05,49.0,17.8,1.64,24.5,57.9,11.08,12.79,10.15,121.0,Moderate,Andhra Pradesh,11,1,2016,4,3,125.0,110.0,116.0,117.0,113.71428571428571,112.36666666666666
Visakhapatnam,2016-11-30,66.66,99.53,26.05,71.79,54.43,17.33,1.53,21.3,63.94,9.88,12.74,11.84,126.0,Moderate,Andhra Pradesh,11,2,2016,4,3,121.0,116.0,112.0,120.66666666666667,114.42857142857143,113.86666666666666
Visakhapatnam,2016-12-01,66.92,108.85,3.95,25.19,16.29,14.95,1.0,11.07,85.63,4.85,7.16,2.92,144.0,Moderate,Andhra Pradesh,12,3,2016,4,0,126.0,125.0,108.0,124.0,116.42857142857143,115.1
Visakhapatnam,2016-12-02,41.55,80.48,5.24,30.56,19.88,12.69,0.99,6.67,58.45,5.0,7.78,3.71,93.0,Satisfactory,Andhra Pradesh,12,4,2016,4,0,144.0,121.0,109.0,130.33333333333334,121.57142857142857,116.0
Visakhapatnam,2016-12-03,32.6,67.24,4.72,26.56,17.54,12.21,0.94,8.0,55.43,4.24,6.35,3.15,82.0,Satisfactory,Andhra Pradesh,12,5,2016,4,0,93.0,126.0,110.0,121.0,119.28571428571429,116.36666666666666
Visakhapatnam,2016-12-04,52.58,93.04,3.81,24.96,14.98,13.43,0.98,6.34,88.45,4.93,6.05,2.46,106.0,Moderate,Andhra Pradesh,12,6,2016,4,0,82.0,144.0,116.0,106.33333333333333,115.28571428571429,116.86666666666666
Visakhapatnam,2016-12-05,74.8,113.48,4.47,30.06,19.03,12.76,1.06,8.32,86.68,5.29,6.24,3.29,131.0,Moderate,Andhra Pradesh,12,0,2016,4,0,106.0,93.0,125.0,93.66666666666667,113.85714285714286,118.56666666666666
Visakhapatnam,2016-12-06,43.18,77.91,4.38,28.66,18.28,11.01,1.0,10.04,76.9,4.86,6.39,3.41,113.0,Moderate,Andhra Pradesh,12,1,2016,4,0,131.0,82.0,121.0,106.33333333333333,114.71428571428571,121.06666666666666
Visakhapatnam,2016-12-07,50.53,64.11,6.98,36.44,22.96,11.29,1.04,27.9,68.2,5.12,7.54,4.11,91.0,Satisfactory,Andhra Pradesh,12,2,2016,4,0,113.0,106.0,126.0,116.66666666666667,113.57142857142857,122.06666666666666
Visakhapatnam,2016-12-08,64.4,80.16,21.16,58.46,44.28,13.02,1.49,34.58,56.16,8.49,11.29,10.9,105.0,Moderate,Andhra Pradesh,12,3,2016,4,0,91.0,131.0,144.0,111.66666666666667,108.57142857142857,121.33333333333333
Visakhapatnam,2016-12-09,65.44,102.77,11.34,57.17,37.35,14.36,1.41,37.75,68.11,7.45,9.57,8.24,123.0,Moderate,Andhra Pradesh,12,4,2016,4,0,105.0,113.0,93.0,103.0,103.0,120.4
Visakhapatnam,2016-12-10,57.84,116.72,4.68,36.03,22.09,12.89,1.19,35.72,91.9,5.69,7.33,3.83,120.0,Moderate,Andhra Pradesh,12,5,2016,4,0,123.0,91.0,82.0,106.33333333333333,107.28571428571429,120.7
Visakhapatnam,2016-12-11,46.03,95.57,4.18,20.92,13.28,11.64,1.02,33.88,84.98,4.67,6.39,2.03,113.0,Moderate,Andhra Pradesh,12,6,2016,4,0,120.0,105.0,106.0,116.0,112.71428571428571,120.96666666666667
Visakhapatnam,2016-12-12,40.99,71.42,4.2,18.21,13.03,10.59,0.96,34.07,87.04,4.04,4.68,1.77,105.0,Moderate,Andhra Pradesh,12,0,2016,4,0,113.0,123.0,131.0,118.66666666666667,113.71428571428571,120.93333333333334
Visakhapatnam,2016-12-13,48.07,84.67,3.86,18.08,13.73,10.72,0.96,32.54,93.76,4.34,4.75,2.23,117.0,Moderate,Andhra Pradesh,12,1,2016,4,0,105.0,120.0,113.0,112.66666666666667,110.0,120.03333333333333
Visakhapatnam,2016-12-14,62.66,102.67,4.05,22.56,15.08,12.02,1.15,31.35,90.96,5.54,5.84,2.8,107.0,Moderate,Andhra Pradesh,12,2,2016,4,0,117.0,113.0,91.0,111.66666666666667,110.57142857142857,119.63333333333334
Visakhapatnam,2016-12-15,71.8,117.17,4.18,30.64,19.09,11.53,1.18,31.52,83.67,5.81,6.53,3.57,139.0,Moderate,Andhra Pradesh,12,3,2016,4,0,107.0,105.0,105.0,109.66666666666667,112.85714285714286,117.76666666666667
Visakhapatnam,2016-12-16,52.28,113.57,8.7,46.05,29.97,9.93,1.14,32.89,61.72,5.59,8.82,5.51,119.0,Moderate,Andhra Pradesh,12,4,2016,4,0,139.0,117.0,123.0,121.0,117.71428571428571,117.4
Visakhapatnam,2016-12-17,69.5,104.08,24.59,65.42,49.38,11.01,1.49,31.48,52.04,8.75,11.76,11.55,119.0,Moderate,Andhra Pradesh,12,5,2016,4,0,119.0,107.0,120.0,121.66666666666667,117.14285714285714,117.13333333333334
Visakhapatnam,2016-12-18,59.38,107.2,36.33,67.64,59.39,12.79,1.48,18.63,56.03,8.97,12.18,12.09,120.0,Moderate,Andhra Pradesh,12,6,2016,4,0,119.0,139.0,113.0,125.66666666666667,117.0,116.06666666666666
Visakhapatnam,2016-12-19,64.2,104.71,25.37,74.72,56.34,14.22,1.55,18.98,56.84,9.29,14.33,11.82,119.0,Moderate,Andhra Pradesh,12,0,2016,4,0,120.0,119.0,105.0,119.33333333333333,118.0,115.13333333333334
Visakhapatnam,2016-12-20,61.85,100.85,34.99,77.27,56.04,14.55,1.53,19.86,58.88,9.29,13.28,12.08,122.0,Moderate,Andhra Pradesh,12,1,2016,4,0,119.0,119.0,117.0,119.33333333333333,120.0,115.1
Visakhapatnam,2016-12-21,63.14,99.22,42.75,77.15,65.42,17.05,1.82,23.87,54.52,10.4,12.42,11.64,133.0,Moderate,Andhra Pradesh,12,2,2016,4,0,122.0,120.0,107.0,120.33333333333333,120.71428571428571,115.2
Visakhapatnam,2016-12-22,67.26,102.33,36.66,77.47,64.63,17.05,1.84,21.77,51.71,10.26,13.83,12.15,120.0,Moderate,Andhra Pradesh,12,3,2016,4,0,133.0,119.0,139.0,124.66666666666667,124.42857142857143,115.46666666666667
Visakhapatnam,2016-12-23,65.86,96.71,40.45,71.11,52.61,16.19,1.67,20.15,50.28,11.28,18.38,12.22,124.0,Moderate,Andhra Pradesh,12,4,2016,4,0,120.0,122.0,119.0,125.0,121.71428571428571,115.6
Visakhapatnam,2016-12-24,79.29,123.67,19.87,48.03,37.06,14.96,1.48,18.57,83.35,6.1,9.62,6.87,122.0,Moderate,Andhra Pradesh,12,5,2016,4,0,124.0,133.0,119.0,125.66666666666667,122.42857142857143,116.0
Visakhapatnam,2016-12-25,63.52,101.09,50.66,64.9,68.48,16.48,1.63,14.27,46.2,9.52,12.96,12.9,126.0,Moderate,Andhra Pradesh,12,6,2016,4,0,122.0,120.0,120.0,122.0,122.85714285714286,116.46666666666667
Visakhapatnam,2016-12-27,66.59,108.45,31.18,53.96,53.86,15.33,1.55,12.91,55.78,7.9,11.25,9.4,133.0,Moderate,Andhra Pradesh,12,1,2016,4,0,129.5,122.0,122.0,125.83333333333333,125.21428571428571,117.68333333333334
Visakhapatnam,2016-12-28,56.0,94.0,4.13,41.25,24.23,18.3,1.52,11.0,92.97,7.57,7.69,5.05,127.0,Moderate,Andhra Pradesh,12,2,2016,4,0,133.0,126.0,133.0,129.5,126.78571428571429,118.25
Visakhapatnam,2016-12-29,56.0,94.0,20.37,57.45,44.24,17.17,1.69,8.02,65.25,9.4,10.33,9.09,116.0,Moderate,Andhra Pradesh,12,3,2016,4,0,127.0,129.5,120.0,129.83333333333334,125.92857142857143,118.31666666666666
Visakhapatnam,2016-12-30,56.0,94.0,29.71,53.1,49.12,15.55,1.67,5.13,65.98,8.39,9.7,7.7,116.0,Moderate,Andhra Pradesh,12,4,2016,4,0,116.0,133.0,124.0,125.33333333333333,125.35714285714286,118.15
Visakhapatnam,2016-12-31,71.19,112.65,19.61,55.17,42.59,13.73,1.57,6.8,56.32,8.04,10.17,8.13,107.0,Moderate,Andhra Pradesh,12,5,2016,4,0,116.0,127.0,122.0,119.66666666666667,124.21428571428571,117.81666666666666
Visakhapatnam,2017-01-01,63.51,97.56,9.2,38.43,25.57,11.49,1.38,1.44,55.05,6.13,8.99,6.6,147.0,Moderate,Andhra Pradesh,1,6,2017,1,0,107.0,116.0,126.0,113.0,122.07142857142857,116.58333333333333
Visakhapatnam,2017-01-02,38.25,77.84,4.34,33.05,19.33,11.28,1.1,1.23,49.63,4.33,7.0,4.62,102.0,Moderate,Andhra Pradesh,1,0,2017,1,0,147.0,116.0,129.5,123.33333333333333,125.07142857142857,118.38333333333334
Visakhapatnam,2017-01-03,62.3,101.33,32.35,42.11,46.79,13.2,1.32,6.48,50.55,7.39,9.91,8.19,98.0,Satisfactory,Andhra Pradesh,1,1,2017,1,0,102.0,107.0,133.0,118.66666666666667,121.14285714285714,119.05
Visakhapatnam,2017-01-04,66.77,100.24,14.68,46.67,34.77,15.92,1.39,4.81,64.8,6.96,8.48,6.38,117.0,Moderate,Andhra Pradesh,1,2,2017,1,0,98.0,147.0,127.0,115.66666666666667,116.14285714285714,118.78333333333333
Visakhapatnam,2017-01-05,68.9,105.73,4.1,29.76,17.58,15.04,1.27,5.03,92.19,5.95,7.01,3.48,121.0,Moderate,Andhra Pradesh,1,3,2017,1,0,117.0,102.0,116.0,105.66666666666667,114.71428571428571,118.31666666666666
Visakhapatnam,2017-01-06,69.58,123.12,8.34,39.5,26.54,13.31,1.22,7.2,85.63,5.19,7.27,4.28,146.0,Moderate,Andhra Pradesh,1,4,2017,1,0,121.0,98.0,116.0,112.0,115.42857142857143,118.58333333333333
Visakhapatnam,2017-01-07,47.15,88.98,28.39,59.46,50.1,12.24,1.41,6.3,54.57,7.66,9.94,9.41,110.0,Moderate,Andhra Pradesh,1,5,2017,1,0,146.0,117.0,107.0,128.0,119.71428571428571,120.41666666666667
Visakhapatnam,2017-01-08,57.31,92.42,26.36,51.83,42.99,11.47,1.35,3.42,56.85,7.5,9.97,9.73,108.0,Moderate,Andhra Pradesh,1,6,2017,1,0,110.0,121.0,147.0,125.66666666666667,120.14285714285714,120.58333333333333
Visakhapatnam,2017-01-09,56.08,95.9,30.36,60.14,51.93,12.74,1.46,6.48,47.06,7.75,11.21,10.7,103.0,Moderate,Andhra Pradesh,1,0,2017,1,0,108.0,146.0,102.0,121.33333333333333,114.57142857142857,120.08333333333333
Visakhapatnam,2017-01-10,61.58,96.12,37.11,63.83,59.85,13.36,1.5,13.46,39.83,7.54,11.51,11.67,108.0,Moderate,Andhra Pradesh,1,1,2017,1,0,103.0,110.0,98.0,107.0,114.71428571428571,119.51666666666667
Visakhapatnam,2017-01-11,55.21,97.03,23.46,52.63,46.57,13.92,1.36,16.88,41.86,6.27,12.3,8.52,102.0,Moderate,Andhra Pradesh,1,2,2017,1,0,108.0,108.0,117.0,106.33333333333333,116.14285714285714,119.35
Visakhapatnam,2017-01-12,66.21,107.1,29.48,41.29,42.14,14.6,1.28,7.78,49.79,5.73,9.67,8.09,107.0,Moderate,Andhra Pradesh,1,3,2017,1,0,102.0,103.0,121.0,104.33333333333333,114.0,119.25
Visakhapatnam,2017-01-13,71.24,111.64,4.86,28.97,18.79,15.76,1.21,4.35,76.59,4.56,5.77,2.5,121.0,Moderate,Andhra Pradesh,1,4,2017,1,0,107.0,108.0,146.0,105.66666666666667,112.0,118.91666666666667
Visakhapatnam,2017-01-14,73.17,113.17,3.86,18.95,13.18,13.54,0.95,3.3,90.96,3.5,4.92,1.47,144.0,Moderate,Andhra Pradesh,1,5,2017,1,0,121.0,102.0,110.0,110.0,108.42857142857143,119.38333333333334
Visakhapatnam,2017-01-15,76.86,123.73,3.89,23.54,15.42,13.1,0.98,4.77,105.22,3.72,5.78,1.95,148.0,Moderate,Andhra Pradesh,1,6,2017,1,0,144.0,107.0,108.0,124.0,113.28571428571429,119.55
Visakhapatnam,2017-01-16,67.81,108.77,10.99,57.83,37.45,13.76,1.42,8.65,64.86,6.43,9.81,8.44,136.0,Moderate,Andhra Pradesh,1,0,2017,1,0,148.0,121.0,103.0,137.66666666666666,119.0,120.51666666666667
Visakhapatnam,2017-01-17,68.03,111.45,21.88,68.69,50.86,14.33,1.54,18.4,67.78,5.11,7.06,7.43,137.0,Moderate,Andhra Pradesh,1,1,2017,1,0,136.0,144.0,108.0,142.66666666666666,123.71428571428571,121.08333333333333
Visakhapatnam,2017-01-18,62.88,102.81,19.8,70.47,50.17,14.2,1.48,15.37,60.23,0.0,0.0,0.0,124.0,Moderate,Andhra Pradesh,1,2,2017,1,0,137.0,148.0,102.0,140.33333333333334,127.85714285714286,121.65
Visakhapatnam,2017-01-19,77.1,107.71,4.09,30.17,18.84,13.78,1.1,5.99,104.87,0.0,0.0,0.0,139.0,Moderate,Andhra Pradesh,1,3,2017,1,0,124.0,136.0,107.0,132.33333333333334,131.0,121.81666666666666
Visakhapatnam,2017-01-20,80.78,122.62,4.28,29.97,18.88,14.36,1.11,4.71,109.76,0.0,0.0,0.0,166.0,Moderate,Andhra Pradesh,1,4,2017,1,0,139.0,137.0,121.0,133.33333333333334,135.57142857142858,122.38333333333334
Visakhapatnam,2017-01-21,80.65,120.43,4.27,33.64,20.69,17.02,1.21,12.21,153.23,0.0,0.0,0.0,236.0,Poor,Andhra Pradesh,1,5,2017,1,0,166.0,124.0,144.0,143.0,142.0,123.48333333333333
Visakhapatnam,2017-01-22,74.57,122.65,4.4,33.51,19.58,12.92,1.18,3.76,103.82,0.0,0.0,0.0,156.0,Moderate,Andhra Pradesh,1,6,2017,1,0,236.0,139.0,148.0,180.33333333333334,155.14285714285714,127.35
Visakhapatnam,2017-01-23,63.88,114.71,11.79,51.04,32.67,12.48,1.26,8.36,73.47,1.12,1.49,1.03,126.0,Moderate,Andhra Pradesh,1,0,2017,1,0,156.0,166.0,136.0,186.0,156.28571428571428,128.41666666666666
Visakhapatnam,2017-01-24,55.47,103.58,23.55,56.26,44.97,14.51,1.31,6.47,55.26,11.25,15.29,10.55,108.0,Moderate,Andhra Pradesh,1,1,2017,1,0,126.0,236.0,137.0,172.66666666666666,154.85714285714286,128.55
Visakhapatnam,2017-01-25,68.84,118.21,4.66,30.0,16.93,14.17,1.05,7.12,94.31,7.01,12.18,5.25,101.0,Moderate,Andhra Pradesh,1,2,2017,1,0,108.0,156.0,124.0,130.0,150.71428571428572,127.95
Visakhapatnam,2017-01-26,82.19,127.59,3.74,25.96,15.4,15.25,1.12,4.77,100.61,8.61,13.06,2.9,173.0,Moderate,Andhra Pradesh,1,3,2017,1,0,101.0,126.0,139.0,111.66666666666667,147.42857142857142,127.0
Visakhapatnam,2017-01-27,68.09,106.33,15.05,36.01,29.2,15.4,1.26,6.49,64.59,10.52,16.76,5.66,190.0,Moderate,Andhra Pradesh,1,4,2017,1,0,173.0,108.0,166.0,127.33333333333333,152.28571428571428,128.33333333333334
Visakhapatnam,2017-01-28,90.15,165.54,53.09,46.57,66.39,12.61,1.57,19.63,40.84,12.94,19.62,8.64,178.0,Moderate,Andhra Pradesh,1,5,2017,1,0,190.0,101.0,236.0,154.66666666666666,155.71428571428572,130.43333333333334
Visakhapatnam,2017-01-29,68.13,109.16,13.95,23.93,21.48,12.54,0.84,9.77,48.52,7.27,12.71,4.7,183.0,Moderate,Andhra Pradesh,1,6,2017,1,0,178.0,173.0,156.0,180.33333333333334,147.42857142857142,132.5
Visakhapatnam,2017-01-30,84.78,144.43,24.92,26.01,30.95,13.7,1.3,10.28,61.69,8.5,12.92,4.27,177.0,Moderate,Andhra Pradesh,1,0,2017,1,0,183.0,190.0,126.0,183.66666666666666,151.28571428571428,134.73333333333332
Visakhapatnam,2017-01-31,95.17,154.56,20.56,40.05,34.62,13.6,1.26,11.5,42.12,9.36,18.77,5.95,214.0,Poor,Andhra Pradesh,1,1,2017,1,0,177.0,178.0,108.0,179.33333333333334,158.57142857142858,137.06666666666666
Visakhapatnam,2017-02-01,93.11,149.8,18.12,41.89,36.92,12.94,1.36,9.69,39.06,10.62,12.36,5.19,221.0,Poor,Andhra Pradesh,2,2,2017,1,0,214.0,183.0,101.0,191.33333333333334,173.71428571428572,139.3
Visakhapatnam,2017-02-02,64.85,125.5,20.28,30.29,32.47,11.71,0.77,7.15,52.79,6.97,11.21,4.06,158.0,Moderate,Andhra Pradesh,2,3,2017,1,0,221.0,177.0,173.0,204.0,190.85714285714286,143.26666666666668
Visakhapatnam,2017-02-03,95.92,172.76,30.03,45.33,48.49,12.74,1.42,10.41,43.94,9.87,17.42,7.57,177.0,Moderate,Andhra Pradesh,2,4,2017,1,0,158.0,214.0,190.0,197.66666666666666,188.71428571428572,145.26666666666668
Visakhapatnam,2017-02-04,96.96,170.32,36.16,44.16,52.84,12.37,1.87,20.63,32.07,9.81,18.91,6.84,255.0,Poor,Andhra Pradesh,2,5,2017,1,0,177.0,221.0,178.0,185.33333333333334,186.85714285714286,147.26666666666668
Visakhapatnam,2017-02-05,98.42,191.04,21.82,53.95,44.32,12.88,1.09,17.72,37.53,10.17,20.58,6.82,227.0,Poor,Andhra Pradesh,2,6,2017,1,0,255.0,158.0,183.0,196.66666666666666,197.85714285714286,151.73333333333332
Visakhapatnam,2017-02-06,90.31,159.65,14.53,50.7,36.97,13.9,1.31,11.52,34.48,15.97,17.2,2.91,214.0,Poor,Andhra Pradesh,2,0,2017,1,0,227.0,177.0,177.0,219.66666666666666,204.14285714285714,154.43333333333334
Visakhapatnam,2017-02-07,86.33,161.9,10.63,41.98,30.96,13.41,0.95,14.14,38.68,9.27,14.52,1.75,137.0,Moderate,Andhra Pradesh,2,1,2017,1,0,214.0,255.0,214.0,232.0,209.42857142857142,157.9
Visakhapatnam,2017-02-08,97.24,177.05,15.93,54.72,42.07,14.31,1.07,17.66,45.07,0.0,0.0,0.0,198.0,Moderate,Andhra Pradesh,2,2,2017,1,0,137.0,227.0,221.0,192.66666666666666,198.42857142857142,158.86666666666667
Visakhapatnam,2017-02-09,108.49,191.72,23.48,51.15,46.26,13.4,1.1,14.45,40.81,0.0,0.0,0.0,265.0,Poor,Andhra Pradesh,2,3,2017,1,0,198.0,214.0,158.0,183.0,195.14285714285714,162.03333333333333
Visakhapatnam,2017-02-10,90.15,158.52,11.15,50.13,35.73,12.76,0.95,10.94,32.96,0.0,0.0,0.0,228.0,Poor,Andhra Pradesh,2,4,2017,1,0,265.0,137.0,177.0,200.0,210.42857142857142,167.26666666666668
